car_num,단속일시,과태료,단속지역,단속장소,단속조명,사진,처리상태,적용법조,위반내용,차종,차명,차량구분,견인지시,발행번호,단속구분
10무0141,2020-11-16 18:55,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,스포티지,일반,미견인,,주행형CCTV
72소2269,2020-11-16 18:57,40000,장안동,서울특별시 동대문구 장한로 58,주행형CCTV,6,자납,32,횡단보도,승합,카니발,일반,미견인,,주행형CCTV
338버7787,2020-11-16 18:59,40000,장안동,서울특별시 동대문구 장한로 106,주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,Mercedes-Benz CLS 300 d,일반,미견인,,주행형CCTV
28버1778,2020-11-16 19:12,32000,장안동,서울 동대문구 장한로 3-1 (장안동),주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승용,스팅어,일반,미견인,,주행형CCTV
61구7123,2020-11-17 18:20,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,SM5,일반,미견인,,주행형CCTV
88너3865,2020-11-17 18:20,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ내장탑차 (PORTER Ⅱ),일반,미견인,,주행형CCTV
40무1069,2020-11-17 18:20,40000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,압류,33,주차금지(황색점선)구역,승용,아반떼 (AVANTE),일반,미견인,,주행형CCTV
61하7836,2020-11-17 18:21,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,코나(KONA),일반,미견인,,주행형CCTV
40모0316,2020-11-17 18:23,32000,장안동,서울 동대문구 한천로2길 39 (장안동),주행형CCTV,6,자납,32,교차로,승용,Peugeot 208 1.6 BlueHDi,일반,미견인,,주행형CCTV
39러0965,2020-11-17 18:30,40000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,수시분수납,32,횡단보도,승용,E220 BlueTEC,일반,미견인,,주행형CCTV
80너9236,2020-11-17 18:33,40000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,압류해제수납,33,주차금지(황색점선)구역,화물4톤이하,스타렉스(STAREX),일반,미견인,,주행형CCTV
158소2647,2020-11-17 18:42,40000,장안동,서울 동대문구 장한로 68 (장안동),주행형CCTV,6,수시분수납,32,횡단보도,승용,레이,일반,미견인,,주행형CCTV
경기84배1826,2020-11-17 18:44,32000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ내장탑차 (PORTER Ⅱ),일반,미견인,,주행형CCTV
경기88사5197,2020-11-17 18:47,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,32,횡단보도,화물4톤이하,이-마이티,일반,미견인,,주행형CCTV
88너4088,2020-11-17 18:47,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,봉고Ⅲ 플러스내장차,일반,미견인,,주행형CCTV
22가5089,2020-11-17 18:58,40000,장안동,서울 동대문구 장한로 130 (장안동),주행형CCTV,6,압류,32,횡단보도,승용,C200 CGI,일반,미견인,,주행형CCTV
08모8430,2020-11-17 18:58,40000,장안동,서울 동대문구 답십리로 303-1 (장안동),주행형CCTV,6,압류,32,주정차금지(황색실선)구역,승용,쏘렌토,일반,미견인,,주행형CCTV
서울83자2208,2020-11-17 19:08,32000,장안동,서울 동대문구 답십리로 303-1 (장안동),주행형CCTV,6,자납,32,횡단보도,화물4톤이하,봉고Ⅲ 파워게이트,일반,미견인,,주행형CCTV
12노1630,2020-11-17 19:25,32000,장안동,서울 동대문구 장한로 120-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,토스카 2.0 DOHC,일반,미견인,,주행형CCTV
52호1394,2020-11-17 19:28,40000,장안동,"서울 동대문구 답십리로68길 101-9 (장안동, 한강팰리스)",주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,아반떼(AVANTE),일반,미견인,,주행형CCTV
12러7755,2020-11-17 19:30,40000,장안동,서울 동대문구 장한로 110 (장안동),주행형CCTV,6,독촉분수납,33,주차금지(황색점선)구역,승용,E200,일반,미견인,,주행형CCTV
49호1789,2020-11-17 19:30,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,32,버스정류소,승용,모닝,일반,미견인,,주행형CCTV
19가2700,2020-11-17 19:30,32000,장안동,서울 동대문구 장한로 110 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,그랜저 하이브리드 (GRANDEUR HYBRID),일반,미견인,,주행형CCTV
19조6230,2020-11-17 19:30,32000,장안동,서울 동대문구 장한로 110 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,투싼(TUCSON),일반,미견인,,주행형CCTV
80누6657,2020-11-17 19:31,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,스타렉스(STAREX),일반,미견인,,주행형CCTV
34나4101,2020-11-17 19:33,40000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,C220 d,일반,미견인,,주행형CCTV
366모7137,2020-11-17 19:33,32000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,마세라티 기블리 디젤,일반,미견인,,주행형CCTV
32너5553,2020-11-17 19:33,40000,장안동,서울 동대문구 장안동 469-12,주행형CCTV,6,압류,33,주차금지(황색점선)구역,승용,QM3,일반,미견인,,주행형CCTV
92거8597,2020-11-18 16:26,32000,장안동,서울 동대문구 천호대로 지하 405 (장안동),주행형CCTV,6,자납,32,횡단보도,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
39수8230,2020-11-18 16:29,32000,장안동,서울 동대문구 장한로 3-1 (장안동),주행형CCTV,6,자납,32,횡단보도,승용,카렌스,일반,미견인,,주행형CCTV
265고7936,2020-11-18 16:44,32000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,Arteon 2.0 TDI,일반,미견인,,주행형CCTV
41모2187,2020-11-18 16:47,32000,장안동,서울 동대문구 천호대로 지하 405 (장안동),주행형CCTV,6,자납,32,보도,승용,SM5,일반,미견인,,주행형CCTV
247도3841,2020-11-18 17:03,40000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,수시분수납,32,횡단보도,승용,Mercedes-Benz S 560 4MATIC,일반,미견인,,주행형CCTV
62보9496,2020-11-18 17:04,40000,장안동,서울 동대문구 장한로 91 (장안동),주행형CCTV,6,독촉분수납,32,주정차금지(황색실선)구역,승용,S350 BlueTEC,일반,미견인,,주행형CCTV
45저4445,2020-11-18 17:04,32000,장안동,"서울 동대문구 장한로 99 (장안동, 양우 내안애 애플)",주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,E350 4Matic,일반,미견인,,주행형CCTV
58부2493,2020-11-18 17:59,40000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,제네시스(GENESIS),일반,미견인,,주행형CCTV
48서0712,2020-11-18 18:09,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,32,교차로,승용,SM5,일반,미견인,,주행형CCTV
22너5883,2020-11-18 18:28,40000,전농동,서울 동대문구 사가정로 91 (전농동),주행형CCTV,6,압류예정분수납,32,주정차금지(황색실선)구역,승용,K5,일반,미견인,,주행형CCTV
108라4323,2020-11-18 18:34,32000,전농동,서울 동대문구 사가정로 91 (전농동),주행형CCTV,6,자납,32,교차로,승용,K5,일반,미견인,,주행형CCTV
25누9220,2020-11-18 18:36,40000,전농동,서울 동대문구 전농로 130-1 (전농동),주행형CCTV,6,압류,32,횡단보도,승용,싼타페(SANTAFE),일반,미견인,,주행형CCTV
34고0799,2020-11-19 10:48,32000,용두동,서울특별시 동대문구 청계천로 493,주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승용,투싼(TUCSON),일반,미견인,,주행형CCTV
48거9832,2020-11-19 10:51,32000,용두동,서울특별시 동대문구 청계천로 461,주행형CCTV,6,자납,32,보도,승용,렉스턴,일반,미견인,,주행형CCTV
42저0274,2020-11-19 16:29,40000,장안동,서울특별시 동대문구 장한로 20,주행형CCTV,6,독촉분수납,33,주차금지(황색점선)구역,승용,Q3 2.0 TDI quattro,일반,미견인,,주행형CCTV
02주0272,2020-11-19 16:29,40000,장안동,서울 동대문구 장안동 433-5,주행형CCTV,6,압류,33,주차금지(황색점선)구역,승용,BMW 520d,일반,미견인,,주행형CCTV
78무4767,2020-11-19 16:29,50000,장안동,서울특별시 동대문구 장한로 20,주행형CCTV,6,압류,33,주차금지(황색점선)구역,승합,성우그랜드스타렉스특수구급차(2WD),일반,미견인,,주행형CCTV
02거0653,2020-11-19 16:40,40000,장안동,서울특별시 동대문구 장한로 129,주행형CCTV,6,압류해제수납,33,주차금지(황색점선)구역,승용,스포티지,일반,미견인,,주행형CCTV
38버3063,2020-11-19 16:40,40000,장안동,서울특별시 동대문구 장한로 107,주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,CR-V 2WD,일반,미견인,,주행형CCTV
12마4921,2020-11-19 16:40,32000,장안동,서울특별시 동대문구 답십리로 276,주행형CCTV,6,자납,32,횡단보도,승용,스포티지,일반,미견인,,주행형CCTV
57거4206,2020-11-19 16:40,32000,장안동,서울특별시 동대문구 답십리로 276,주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,토요타 Camry,일반,미견인,,주행형CCTV
37누9521,2020-11-19 16:50,32000,장안동,서울특별시 동대문구 장한로 3,주행형CCTV,6,자납,32,횡단보도,승용,카니발,일반,미견인,,주행형CCTV
서울80배4509,2020-11-19 16:50,32000,장안동,서울 동대문구 천호대로 지하 405 (장안동),주행형CCTV,6,자납,32,주정차금지(황색실선)구역,화물4톤이하,포터Ⅱ내장탑차 ,일반,미견인,,주행형CCTV
49호2821,2020-11-19 16:50,40000,장안동,서울특별시 동대문구 천호대로 401,주행형CCTV,6,압류예정,33,주차금지(황색점선)구역,승용,쏘렌토,일반,미견인,,주행형CCTV
296루6679,2020-11-19 16:58,32000,장안동,서울 동대문구 천호대로 지하 405 (장안동),주행형CCTV,6,자납,32,보도,승용,벤츠 E 300 e,일반,미견인,,주행형CCTV
34저0723,2020-11-19 17:00,40000,답십리동,서울 동대문구 전농로4길 62 (답십리동),주행형CCTV,6,수시분수납,32,보도,승용,쏘렌토,일반,미견인,,주행형CCTV
66버5269,2020-11-19 17:14,40000,장안동,서울 동대문구 천호대로 지하 405 (장안동),주행형CCTV,6,압류해제수납,32,주정차금지(황색실선)구역,승용,알페온 3.0 DOHC,일반,미견인,,주행형CCTV
386로7521,2020-11-19 17:20,32000,장안동,서울특별시 동대문구 장한로 21,주행형CCTV,6,자납,32,보도,승용,짚그랜드체로키,일반,미견인,,주행형CCTV
31머5214,2020-11-19 17:27,32000,장안동,서울특별시 동대문구 장한로 37,주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
153허3208,2020-11-19 18:23,40000,장안동,서울특별시 동대문구 장한로 53,주행형CCTV,6,압류예정,32,횡단보도,승용,레이,일반,미견인,,주행형CCTV
84루6504,2020-11-19 18:28,32000,장안동,서울특별시 동대문구 장한로 91,주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
83고7738,2020-11-19 18:29,32000,장안동,서울특별시 동대문구 장한로 85,주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
23라3718,2020-11-19 18:31,40000,장안동,서울특별시 동대문구 장한로 48,주행형CCTV,6,압류해제수납,32,횡단보도,승용,BMW X1 xDrive18d,일반,미견인,,주행형CCTV
88너3865,2020-11-19 18:34,32000,장안동,서울특별시 동대문구 장한로 109,주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ내장탑차 (PORTER Ⅱ),일반,미견인,,주행형CCTV
41어4363,2020-11-19 18:35,32000,장안동,서울특별시 동대문구 장한로 99,주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,Model X Long Range,일반,미견인,,주행형CCTV
60허4113,2020-11-19 18:36,32000,장안동,서울특별시 동대문구 장한로 73,주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
서울33자9553,2020-11-19 18:51,32000,장안동,서울특별시 동대문구 천호대로 405,주행형CCTV,6,자납,32,도로 모퉁이,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
145허8286,2020-11-20 9:59,32000,장안동,서울 동대문구 장한로 98 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,아반떼(AVANTE),일반,미견인,,주행형CCTV
10어1453,2020-11-20 10:00,32000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,32,횡단보도,승용,CLA250 4Matic ,일반,미견인,,주행형CCTV
87수8366,2020-11-20 10:17,40000,장안동,서울 동대문구 한천로18길 6 (장안동),주행형CCTV,6,수시분수납,32,주정차금지(황색실선)구역,화물4톤이하,코란도스포츠,일반,미견인,,주행형CCTV
36서2683,2020-11-20 10:20,32000,답십리동,서울 동대문구 한천로 85 (답십리동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,그랜저(GRANDEUR),일반,미견인,,주행형CCTV
72로9001,2020-11-20 10:20,50000,답십리동,서울 동대문구 한천로 85 (답십리동),주행형CCTV,6,압류예정,33,주차금지(황색점선)구역,승합,다마스5인승,일반,미견인,,주행형CCTV
81구4983,2020-11-20 10:27,32000,장안동,서울 동대문구 한천로18길 6 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,그랜드 스타렉스(GRAND STAREX),일반,미견인,,주행형CCTV
서울82두4279,2020-11-20 10:27,32000,장안동,서울 동대문구 한천로 94 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터초장축더블캡(PORTER),일반,미견인,,주행형CCTV
135고7299,2020-11-20 10:28,40000,답십리동,서울특별시 동대문구 한천로 69,주행형CCTV,6,수시분수납,32,주정차금지(황색실선)구역,승용,K7,일반,미견인,,주행형CCTV
40버6468,2020-11-20 10:44,40000,장안동,서울특별시 동대문구 장한로 129,주행형CCTV,6,압류,32,주정차금지(황색실선)구역,승용,K3,일반,미견인,,주행형CCTV
58수1708,2020-11-20 10:45,40000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,압류,32,주정차금지(황색실선)구역,승용,벤츠S320,일반,미견인,,주행형CCTV
81다2405,2020-11-20 10:47,40000,장안동,서울특별시 동대문구 장한로 40,주행형CCTV,6,압류예정,32,주정차금지(황색실선)구역,화물4톤이하,포터Ⅱ(PORTERⅡ),일반,미견인,,주행형CCTV
37우4866,2020-11-20 10:49,40000,장안동,서울 동대문구 장한로 110 (장안동),주행형CCTV,6,수시분수납,32,도로 모퉁이,승용,쏘렌토,일반,미견인,,주행형CCTV
15두2588,2020-11-20 10:52,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,모하비,일반,미견인,,주행형CCTV
178호7624,2020-11-20 10:52,32000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,코나 하이브리드(KONA HYBRID),일반,미견인,,주행형CCTV
서울91자1171,2020-11-20 10:57,32000,장안동,서울특별시 동대문구 장한로25길 2,주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ냉동탑차 (PORTER Ⅱ),일반,미견인,,주행형CCTV
50고0532,2020-11-20 10:58,40000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,압류,32,도로 모퉁이,승용,카니발,일반,미견인,,주행형CCTV
41노9356,2020-11-20 11:14,40000,용두동,서울특별시 동대문구 청계천로 503,주행형CCTV,6,압류예정,32,주정차금지(황색실선)구역,승용,Tiguan 2.0 TDI Blue Motion,일반,미견인,,주행형CCTV
84루5362,2020-11-20 11:15,40000,장안동,서울 동대문구 장한로 3-1 (장안동),주행형CCTV,6,수시분수납,32,주정차금지(황색실선)구역,화물4톤이하,일진1톤냉장탑차,일반,미견인,,주행형CCTV
82루5031,2020-11-20 11:15,32000,장안동,서울특별시 동대문구 장한로 40,주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
92무6471,2020-11-20 11:23,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,32,주정차금지(황색실선)구역,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
서울35더6859,2020-11-20 11:23,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승용,렉스턴,일반,미견인,,주행형CCTV
68루3080,2020-11-20 16:22,32000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,G80,일반,미견인,,주행형CCTV
53하5336,2020-11-20 16:24,80000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,압류예정,32,소화전,승용,카니발,일반,미견인,,주행형CCTV
31하4636,2020-11-20 16:28,40000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,K3,일반,미견인,,주행형CCTV
18부3984,2020-11-20 16:29,40000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,압류,33,주차금지(황색점선)구역,승용,아반떼엑스디(AVANTE XD),일반,미견인,,주행형CCTV
37가0424,2020-11-20 16:34,40000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,K5,일반,미견인,,주행형CCTV
39다3274,2020-11-20 16:40,32000,장안동,서울 동대문구 답십리로 271-1 (장안동),주행형CCTV,6,자납,32,횡단보도,승용,K3,일반,미견인,,주행형CCTV
서울31아3712,2020-11-20 16:40,32000,장안동,"서울 동대문구 장한로 119 (장안동, 장안삼성쉐르빌)",주행형CCTV,6,자납,32,버스정류소,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
73저4138,2020-11-20 16:41,40000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승합,에스모터스벤츠뉴스프린터이동업무차,일반,미견인,,주행형CCTV
서울32사6601,2020-11-20 16:41,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,32,횡단보도,승용,K5,일반,미견인,,주행형CCTV
15저7551,2020-11-20 16:50,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,레이,일반,미견인,,주행형CCTV
22러6542,2020-11-20 17:32,40000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,압류,33,주차금지(황색점선)구역,승용,아반떼 (AVANTE),일반,미견인,,주행형CCTV
30루9301,2020-11-20 18:20,10000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,독촉분수납,32,보도,승용,모닝,일반,미견인,,주행형CCTV
68구8226,2020-11-20 18:20,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,K7,일반,미견인,,주행형CCTV
88너3865,2020-11-20 18:20,32000,장안동,서울 동대문구 장한로 106 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ내장탑차 (PORTER Ⅱ),일반,미견인,,주행형CCTV
91가0431,2020-11-20 18:21,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,32,주정차금지(황색실선)구역,화물4톤이하,봉고Ⅲ 플러스내장차,일반,미견인,,주행형CCTV
47도8808,2020-11-20 18:27,40000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,압류해제수납,32,횡단보도,승용,레이,일반,미견인,,주행형CCTV
25우1403,2020-11-20 18:28,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,32,소화전,승용,아반떼(AVANTE),일반,미견인,,주행형CCTV
82무6974,2020-11-20 18:30,40000,장안동,서울특별시 동대문구 장한로 82,주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,화물4톤이하,그랜드 스타렉스(GRAND STAREX),일반,미견인,,주행형CCTV
서울86자7977,2020-11-20 18:31,32000,장안동,서울특별시 동대문구 장한로 78-1,주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,봉고Ⅲ 1톤,일반,미견인,,주행형CCTV
20머1797,2020-11-20 18:35,40000,장안동,서울 동대문구 장한로 99-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,모닝,일반,미견인,,주행형CCTV
48무3973,2020-11-20 18:45,40000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,독촉분수납,33,주차금지(황색점선)구역,승용,K7,일반,미견인,,주행형CCTV
서울80배7728,2020-11-20 18:48,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,봉고Ⅲ 플러스내장차,일반,미견인,,주행형CCTV
35우8349,2020-11-20 18:59,40000,장안동,서울 동대문구 장한로 114 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,K7,일반,미견인,,주행형CCTV
10무0141,2020-11-20 18:59,32000,장안동,서울 동대문구 장한로 120-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,스포티지,일반,미견인,,주행형CCTV
28버0951,2020-11-20 19:00,40000,장안동,서울 동대문구 장한로 88 (장안동),주행형CCTV,6,수시분수납,32,주정차금지(황색실선)구역,승용,코란도C,일반,미견인,,주행형CCTV
60로8378,2020-11-20 19:07,32000,장안동,서울특별시 동대문구 장한로 106,주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,K7,일반,미견인,,주행형CCTV
104허3805,2020-11-20 19:15,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,32,주정차금지(황색실선)구역,승용,모닝,일반,미견인,,주행형CCTV
경기76바9132,2020-11-22 11:38,50000,용두동,서울 동대문구 용두동 701-6,C15,6,압류,33,다리,승합,BX212,일반,미견인,,주행형CCTV
92무8749,2020-11-22 11:41,32000,용두동,서울 동대문구 용두동 255-41,C15,6,자납,33,다리,화물4톤이하,봉고Ⅲ 1톤,일반,미견인,,주행형CCTV
11주5871,2020-11-22 11:43,32000,신설동,서울 동대문구 신설동 92-42,C15,6,자납,33,다리,승용,코란도 투리스모,일반,미견인,,주행형CCTV
95보4496,2020-11-23 10:23,32000,용두동,서울특별시 동대문구 청계천로 521,주행형CCTV,6,자납,32,주정차금지(황색실선)구역,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
95고0950,2020-11-23 10:26,32000,용두동,서울특별시 동대문구 청계천로 461,주행형CCTV,6,자납,32,보도,화물4톤이하,"렉스턴스포츠		",일반,미견인,,주행형CCTV
03라3814,2020-11-23 10:33,32000,용두동,서울특별시 동대문구 청계천로 493,주행형CCTV,6,자납,32,도로 모퉁이,승용,쏘나타(SONATA),일반,미견인,,주행형CCTV
53소9771,2020-11-23 16:46,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,32,횡단보도,승용,BMW X3 2.0d,일반,미견인,,주행형CCTV
92라7950,2020-11-23 17:15,32000,답십리동,서울 동대문구 고미술로 99 (답십리동),주행형CCTV,6,자납,32,보도,화물4톤이하,봉고Ⅲ 1톤,일반,미견인,,주행형CCTV
경기84배1233,2020-11-23 17:16,32000,답십리동,서울 동대문구 고미술로 99 (답십리동),주행형CCTV,6,자납,32,횡단보도,화물4톤이하,봉고Ⅲ 플러스내장차,일반,미견인,,주행형CCTV
30루9301,2020-11-23 18:55,40000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,독촉분수납,32,보도,승용,모닝,일반,미견인,,주행형CCTV
68구8226,2020-11-23 18:55,40000,장안동,서울 동대문구 장한로 110 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,K7,일반,미견인,,주행형CCTV
88너3865,2020-11-23 18:55,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ내장탑차 (PORTER Ⅱ),일반,미견인,,주행형CCTV
66구4863,2020-11-23 18:56,40000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,E220 d,일반,미견인,,주행형CCTV
08모4120,2020-11-23 18:58,32000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,디스커버리 스포츠 2.0D,일반,미견인,,주행형CCTV
162어4029,2020-11-23 19:07,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,스파크 1.0,일반,미견인,,주행형CCTV
78수7028,2020-11-23 19:07,50000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,압류,33,주차금지(황색점선)구역,승합,그랜드 카니발,일반,미견인,,주행형CCTV
53하5336,2020-11-23 19:08,40000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,압류예정,33,주차금지(황색점선)구역,승용,카니발,일반,미견인,,주행형CCTV
81저5044,2020-11-23 19:10,40000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,압류해제수납,32,횡단보도,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
서울89자8106,2020-11-23 19:10,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,화물4톤이하,포터Ⅱ (PORTERⅡ),일반,미견인,,주행형CCTV
29호7655,2020-11-23 19:13,40000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,압류예정,33,주차금지(황색점선)구역,승용,SM6,일반,미견인,,주행형CCTV
30오2371,2020-11-23 19:14,32000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,C200 CGI,일반,미견인,,주행형CCTV
10모0974,2020-11-23 19:16,32000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,제네시스(GENESIS),일반,미견인,,주행형CCTV
15우6499,2020-11-23 19:23,40000,장안동,서울 동대문구 장한로 6-1 (장안동),주행형CCTV,6,압류,32,횡단보도,승용,체어맨,일반,미견인,,주행형CCTV
48호9995,2020-11-23 19:24,40000,장안동,서울 동대문구 장한로 78-1 (장안동),주행형CCTV,6,수시분수납,33,주차금지(황색점선)구역,승용,쏘렌토,일반,미견인,,주행형CCTV
36우1850,2020-11-23 19:28,32000,장안동,서울 동대문구 장한로 123-1 (장안동),주행형CCTV,6,자납,33,주차금지(황색점선)구역,승용,스포티지,일반,미견인,,주행형CCTV
