도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
별밭 작은도서관,서울특별시,용산구,작은도서관,"토,일,법정공휴일",9:30,17:30,0:00,0:00,0:00,0:00,36,5470,0,0,3,14,서울특별시 용산구 장문로95,용산구,02-2199-8740,,,https://www.yslibrary.or.kr/small/index.do,37.526301,127.000181,2021-09-15,3020000,서울특별시 용산구
성수2가제3동작은도서관,서울특별시,성동구,공공도서관,토+일+법정공휴일,10:00,18:00,0:00,0:00,0:00,0:00,14,10968,1,0,3,14,서울특별시 성동구 성수동2가 광나루로2길 35 성수2가제3동주민센터,서울특별시 성동구,02-2286-7484,99,99,,37.54822203,127.0552459,2022-08-25,3030000,서울특별시 성동구
송정동늘푸른작은도서관,서울특별시,성동구,공공도서관,토+일+법정공휴일,10:00,17:00,0:00,0:00,0:00,0:00,6,5713,1,0,3,14,서울특별시 성동구 송정동 송정14길 19 송정동주민자치센터,서울특별시 성동구,02-2286-7509,29,29,,37.55101176,127.068522,2022-08-25,3030000,서울특별시 성동구
옥수동북카페,서울특별시,성동구,공공도서관,토+일+법정공휴일,9:00,18:00,0:00,0:00,0:00,0:00,16,3861,1,0,3,14,서울특별시 성동구 독서당로 203,서울특별시 성동구,02-2286-7418,24,24,,37.543671,127.013486,2022-08-25,3030000,서울특별시 성동구
성내도서관,서울특별시,강동구,공공도서관,매주월요일,9:00,18:00,9:00,17:00,9:00,17:00,208,80820,58,0,6,14,"서울특별시 강동구 성안로 106-1 (성내동, 성내도서관)",서울특별시 강동구청,02-471-0044,402.8,1414.86,https://www.gdlibrary.or.kr,37.53284628,127.1333283,2022-08-17,3240000,서울특별시 강동구
해공도서관,서울특별시,강동구,공공도서관,매주화요일,9:00,18:00,9:00,17:00,9:00,17:00,214,87929,47,3133,6,14,"서울특별시 강동구 올림픽로 702 (천호동, 해공공원)",서울특별시 강동구청,02-478-9656,987,1766.93,https://www.gdlibrary.or.kr,37.54394767,127.1255384,2022-08-17,3240000,서울특별시 강동구
강일도서관,서울특별시,강동구,공공도서관,매주화요일,9:00,18:00,9:00,17:00,9:00,17:00,214,93459,30,3136,6,14,"서울특별시 강동구 아리수로93길 9-14,4,5층(강일동)",서울특별시 강동구청,02-427-4004,1252,1208,https://www.gdlibrary.or.kr,37.5650504,127.1739063,2022-08-17,3240000,서울특별시 강동구
암사도서관,서울특별시,강동구,공공도서관,매주월요일,9:00,18:00,9:00,17:00,9:00,17:00,391,93601,34,2069,6,14,"서울특별시 강동구 고덕로20길 42 (암사동, 암사도서관)",서울특별시 강동구청,02-429-0476,642,1759.05,https://www.gdlibrary.or.kr,37.5528007,127.1333457,2022-08-17,3240000,서울특별시 강동구
천호도서관,서울특별시,강동구,공공도서관,매주월요일,9:00,18:00,9:00,17:00,9:00,17:00,138,45727,12,506,6,14,"서울특별시 강동구 성안로31마길 1(천호동, 천호도서관)",서울특별시 강동구청,02-488-7223,2537.81,997,https://www.gdlibrary.or.kr,37.54052196,127.1340837,2022-08-17,3240000,서울특별시 강동구
둔촌도서관,서울특별시,강동구,공공도서관,매주화요일,9:00,18:00,9:00,17:00,9:00,17:00,221,18911,89,0,6,14,"서울특별시 강동구 동남로49길 21-8(둔촌동, 둔촌도서관)",서울특별시 강동구청,02-489-6557,793,996.95,https://www.gdlibrary.or.kr,37.5317359,127.1483674,2022-08-17,3240000,서울특별시 강동구
성동구립청계도서관,서울특별시,성동구,공공도서관,월+법정공휴일,9:00,20:00,9:00,20:00,0:00,0:00,209,49391,33,935,5,14,서울특별시 성동구 상왕십리동 마장로 141,재단법인 성동문화재단,02-2204-7580,1920,1189.55,,37.56787393,127.0255271,2022-08-25,3030000,서울특별시 성동구
성동자활센터푸른하늘공부방청소년작은도서관,서울특별시,성동구,공공도서관,토+일+법정공휴일,10:00,20:00,0:00,0:00,0:00,0:00,30,1803,1,0,3,14,서울특별시 성동구 금호동4가 독서당로 272 금호동 대우 아파트 203동,서울특별시 성동구,070-4920-8859,125,125,,37.54670017,127.0227395,2022-08-25,3030000,서울특별시 성동구
성수1가제1동작은도서관,서울특별시,성동구,공공도서관,토+일+법정공휴일,9:00,18:00,0:00,0:00,0:00,0:00,20,7706,1,0,3,14,서울특별시 성동구 뚝섬로 3길 18 (성수동1가),서울특별시 성동구,02-2286-7422,60,60,,37.542037,127.049686,2022-08-25,3030000,서울특별시 성동구
성수1가제2동어린이작은도서관,서울특별시,성동구,공공도서관,토+일+법정공휴일,10:00,17:00,0:00,0:00,0:00,0:00,16,3906,1,0,3,14,서울특별시 성동구 성수동1가 왕십리로5길 3,서울특별시 성동구,02-2286-7443,35,35,,37.546403,127.0443495,2022-08-25,3030000,서울특별시 성동구
성수2가제1동어린이작은도서관,서울특별시,성동구,공공도서관,토+일+법정공휴일,9:00,18:00,0:00,0:00,0:00,0:00,30,7656,1,0,3,14,서울특별시 성동구 성수동2가 뚝섬로 385-19 성수2가제1동주민센터,서울특별시 성동구,02-2286-7478,59,59,,37.539501,127.054051,2022-08-25,3030000,서울특별시 성동구
꿈나무도서관,서울특별시,구로구,공공도서관,화+공휴일,10:00,19:00,10:00,17:00,0:00,0:00,87,91625,12,1952,5,14,"서울특별시 구로구 구로동로26길 54, 2층 (구로구시설관리공단)",구로문화원,02-860-1623,,638,http://lib.guro.go.kr,37.48987838,126.8865593,2022-03-31,3160000,서울특별시 구로구
꿈마을도서관,서울특별시,구로구,공공도서관,월+공휴일,9:00,22:00,9:00,17:00,0:00,0:00,113,43167,10,0,5,14,서울특별시 구로구 디지털로27다길 65 (2층),구로문화원,02-830-5807,,476,http://lib.guro.go.kr,37.487167,126.890156,2022-03-31,3160000,서울특별시 구로구
구로구립온누리도서관,서울특별시,구로구,공공도서관,화+공휴일,9:00,22:00,9:00,22:00,0:00,0:00,68,36791,10,39,5,14,"서울특별시 구로구 구로중앙로27나길 9, 4층 (온누리관)",구로문화원,02-858-9080,,460,http://lib.guro.go.kr,37.49746124,126.8865524,2022-03-31,3160000,서울특별시 구로구
개봉어린이도서관,서울특별시,구로구,공공도서관,월+공휴일,10:00,19:00,10:00,17:00,0:00,0:00,77,43370,8,513,5,14,서울특별시 구로구 경인로 318-15,구로문화원,02-2066-1695,,492,http://lib.guro.go.kr,37.496705,126.855912,2022-03-31,3160000,서울특별시 구로구
하늘도서관,서울특별시,구로구,공공도서관,화+공휴일,9:00,22:00,9:00,17:00,0:00,0:00,105,38769,10,113,5,14,서울특별시 구로구 구로동로13길 68,구로문화원,02-864-9585,,521,http://lib.guro.go.kr,37.48737567,126.8813483,2022-03-31,3160000,서울특별시 구로구
개봉도서관,서울특별시,구로구,공공도서관,화+공휴일,9:00,22:00,9:00,22:00,0:00,0:00,74,30688,10,0,5,14,서울특별시 구로구 개봉로16길 30-11,구로문화원,02-2689-1695,,275,http://lib.guro.go.kr,37.48952311,126.8579748,2022-03-31,3160000,서울특별시 구로구
글마루한옥어린이도서관,서울특별시,구로구,공공도서관,화+공휴일,10:00,19:00,10:00,17:00,0:00,0:00,60,38113,7,457,5,14,서울특별시 구로구 고척로27바길 7,구로문화원,02-2615-8200,,441,http://lib.guro.go.kr,37.50691506,126.845627,2022-03-31,3160000,서울특별시 구로구
궁동어린이도서관,서울특별시,구로구,공공도서관,화+공휴일,10:00,19:00,10:00,17:00,0:00,0:00,150,22164,12,48,5,14,서울특별시 구로구 오리로 1352,구로문화원,02-2060-8229,,660,http://lib.guro.go.kr,37.502239,126.8292614,2022-03-31,3160000,서울특별시 구로구
신도림어린이영어작은도서관,서울특별시,구로구,공공도서관,월+공휴일,9:00,18:00,10:00,17:00,0:00,0:00,20,14420,41,0,5,14,서울특별시 구로구 신도림로 40,구로문화원,02-2069-0185,,107,http://lib.guro.go.kr,37.50778089,126.880593,2022-03-31,3160000,서울특별시 구로구
구로기적의도서관,서울특별시,구로구,공공도서관,월+공휴일,10:00,20:00,10:00,17:00,0:00,0:00,41,20805,5,0,5,14,서울특별시 구로구 구로중앙로40길 24,책읽는사회문화재단,02-2632-8878,,1210,http://lib.guro.go.kr,37.50673603,126.877312,2022-03-31,3160000,서울특별시 구로구
오류도서관,서울특별시,구로구,공공도서관,토+일+공휴일,9:00,21:00,0:00,0:00,0:00,0:00,72,1500,0,0,0,0,서울특별시 구로구 경인로19길 29-4,서울특별시 구로구청,070-4906-0554,,306.49,http://lib.guro.go.kr,37.49722308,126.8423228,2022-03-31,3160000,서울특별시 구로구
푸르메어린이도서관,서울특별시,마포구,공공도서관,일+공휴일,9:00,18:00,10:00,16:00,0:00,0:00,70,18900,17,500,5,14,"서울특별시 마포구 월드컵북로 494, 1층",푸르메재단,02-6070-9286,,269,https://mplib.mapo.go.kr/purme,37.5846441,126.8805151,2022-11-25,3130000,서울특별시 마포구
성산글마루도서관,서울특별시,마포구,작은도서관,일+공휴일,9:00,18:00,10:00,16:00,0:00,0:00,20,16595,8,0,5,14,"서울특별시 마포구 월드컵북로 235, 3층",(사)한국청소년지원네트워크,02-373-2900,,188,https://mplib.mapo.go.kr/libsmall,37.5697021,126.9014211,2022-11-25,3130000,서울특별시 마포구
꿈을 이루는 도서관,서울특별시,마포구,작은도서관,일+공휴일,10:00,19:00,10:00,16:00,0:00,0:00,20,15810,9,0,5,14,"서울특별시 마포구 마포대로7길 18, 2층",(사)한국청소년지원네트워크,02-706-4785,,107,https://mplib.mapo.go.kr/libsmall,37.5471051,126.9521551,2022-11-25,3130000,서울특별시 마포구
늘푸른소나무도서관,서울특별시,마포구,작은도서관,일+공휴일,9:00,18:00,10:00,16:00,0:00,0:00,20,19289,7,0,5,14,"서울특별시 마포구 백범로 227, 3층",(사)마포문화원,02-718-4785,,174,https://mplib.mapo.go.kr/libsmall,37.5422331,126.9554941,2022-11-25,3130000,서울특별시 마포구
복사골도서관,서울특별시,마포구,작은도서관,일+공휴일,10:00,19:00,10:00,16:00,0:00,0:00,35,15713,12,0,5,14,"서울특별시 마포구 도화4길 53, 3~4층",(학)서강대학교,02-716-5800,,350,https://mplib.mapo.go.kr/libsmall,37.5395351,126.9519221,2022-11-25,3130000,서울특별시 마포구
금호4가동어린이작은도서관,서울특별시,성동구,공공도서관,토+일+법정공휴일,9:00,18:00,0:00,0:00,0:00,0:00,20,7303,1,0,3,14,서울특별시 성동구 금호동4가 독서당로46길 26 금호4가동주민센터,서울특별시 성동구,02-2286-7383,134,134,,37.54715523,127.0224398,2022-08-25,3030000,서울특별시 성동구
마장동작은도서관,서울특별시,성동구,공공도서관,토+일+법정공휴일,9:00,18:00,0:00,0:00,0:00,0:00,20,4989,1,0,3,14,서울특별시 성동구 마장동 마장로42길 11 마장동주민센터,서울특별시 성동구,02-2286-7256,46,46,,37.56631825,127.0454072,2022-08-25,3030000,서울특별시 성동구
사근동어린이놀이터도서관,서울특별시,성동구,공공도서관,토+일+법정공휴일,10:00,17:00,0:00,0:00,0:00,0:00,20,4963,1,0,3,14,서울특별시 성동구 사근동 사근동길 37 사근동공공복합청사,서울특별시 성동구,02-2286-7271,51.8,51.8,,37.56149975,127.0453273,2022-08-25,3030000,서울특별시 성동구
성동구립금호도서관,서울특별시,성동구,공공도서관,월+법정공휴일,7:00,22:00,9:00,20:00,9:00,18:00,204,88391,59,4288,5,14,서울특별시 성동구 금호동1가 난계로 20 금호작은도서관,재단법인 성동문화재단,02-2204-6450,863,1517,,37.55412846,127.0248932,2022-08-25,3030000,서울특별시 성동구
성동구립도서관,서울특별시,성동구,공공도서관,월+법정공휴일,7:00,22:00,7:00,22:00,9:00,18:00,542,228727,107,8941,5,14,서울특별시 성동구 행당동 고산자로10길 9 성동문화정보센터,재단법인 성동문화재단,02-2204-6420,1894,5692,,37.55917871,127.0349587,2022-08-25,3030000,서울특별시 성동구
성동구립무지개도서관,서울특별시,성동구,공공도서관,월+법정공휴일,9:00,21:00,9:00,21:00,9:00,21:00,148,43553,27,1585,5,14,서울특별시 성동구 행당동 고산자로 270 성동구청,재단법인 성동문화재단,02-2286-6025,469,469,,37.5631893,127.0370738,2022-08-25,3030000,서울특별시 성동구
성동구립성수도서관,서울특별시,성동구,공공도서관,월+법정공휴일,8:00,23:00,9:00,20:00,9:00,18:00,212,50929,34,2217,5,14,서울특별시 성동구 뚝섬로 1길 43,재단법인 성동문화재단,02-2204-7592,1014,9726,,37.54542892,127.0469471,2022-08-25,3030000,서울특별시 성동구
성동구립용답도서관,서울특별시,성동구,공공도서관,월+법정공휴일,7:00,22:00,9:00,20:00,9:00,18:00,217,83123,38,3797,5,14,서울특별시 성동구 용답동 용답중앙3길 10 성동구립용답도서관,재단법인 성동문화재단,02-2204-6470,629,1482,,37.56670146,127.051314,2022-08-25,3030000,서울특별시 성동구
구립 청파도서관,서울특별시,용산구,공공도서관,"월,법정공휴일",9:00,21:00,9:00,17:00,9:00,17:00,60,35886,44,397,5,14,서울특별시 용산구 청파로93길 27,용산구,02-714-3931,,,https://www.yslibrary.or.kr/cheongpa/index.do,37.55392482,126.9676059,2021-09-15,3020000,서울특별시 용산구
금호1가동우리동네북카페책단지꿀단지,서울특별시,성동구,공공도서관,토+일+법정공휴일,9:00,17:00,0:00,0:00,0:00,0:00,28,4757,1,0,3,14,서울특별시 성동구 행당로 15 (금호동1가),서울특별시 성동구,02-2286-7343,71,71,,37.554834,127.021637,2022-08-25,3030000,서울특별시 성동구
"금호2,3가동어린이작은도서관",서울특별시,성동구,공공도서관,토+일+법정공휴일,9:00,18:00,0:00,0:00,0:00,0:00,20,8793,1,0,3,14,서울특별시 성동구 금호동2가 무수막18길 1,서울특별시 성동구,02-2286-7374,77,77,,37.553233,127.0208504,2022-08-25,3030000,서울특별시 성동구
중구청 작은도서관,서울특별시,중구,작은도서관,"주말, 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,14,8321,5,0,10,14,서울특별시 중구 창경궁로 17,서울특별시 중구 문화관광과,02-3396-4003,4890,106,https://www.junggulib.or.kr,37.56412015,126.9980097,2022-04-06,3010000,서울특별시 중구
회현동 작은도서관,서울특별시,중구,작은도서관,"주말, 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,18,3816,0,0,10,14,서울특별시 중구 퇴계로8길 46,서울특별시 중구 문화관광과,02-3396-6558,550,86.5,https://www.junggulib.or.kr,37.557286,126.979356,2022-04-06,3010000,서울특별시 중구
광희동 작은도서관,서울특별시,중구,작은도서관,"주말, 법정공휴일",10:00,17:30,0:00,0:00,0:00,0:00,32,3630,0,0,10,14,서울특별시 중구 퇴계로 303-9,서울특별시 중구 문화관광과,02-2261-3002,131.2,85.96,https://www.junggulib.or.kr,37.56446028,127.005037,2022-04-06,3010000,서울특별시 중구
필동 작은도서관,서울특별시,중구,작은도서관,법정공휴일,10:00,21:00,10:00,17:00,0:00,0:00,10,15062,0,0,10,14,서울특별시 중구 필동로 11,서울특별시 중구 문화관광과,02-2266-4005,212.4,102.08,https://www.junggulib.or.kr,37.560545,126.996237,2022-04-06,3010000,서울특별시 중구
신당동 작은도서관,서울특별시,중구,작은도서관,"설날, 추석",9:00,21:00,10:00,18:00,10:00,18:00,20,14275,0,3,10,14,서울특별시 중구 다산로29길 10,서울특별시 중구 문화관광과,02-2254-1212,325,168.32,https://www.junggulib.or.kr,37.561092,127.013533,2022-04-06,3010000,서울특별시 중구
다산동 작은도서관,서울특별시,중구,작은도서관,"매주 일요일, 법정공휴일",9:00,21:00,10:00,18:00,0:00,0:00,24,10421,0,2,10,14,서울특별시 중구 동호로12길 89,서울특별시 중구 문화관광과,02-2237-5893,127,193.32,https://www.junggulib.or.kr,37.55923048,127.012036,2022-04-06,3010000,서울특별시 중구
약수동 작은도서관,서울특별시,중구,작은도서관,"매월 2주 일요일, 법정공휴일",9:00,21:00,10:00,18:00,0:00,0:00,9,20854,0,0,10,14,서울특별시 중구 동호로5길 19,서울특별시 중구 문화관광과,02-2232-8324,1553,822.37,https://www.junggulib.or.kr,37.551855,127.012567,2022-04-06,3010000,서울특별시 중구
청구동 작은도서관,서울특별시,중구,작은도서관,"설날, 추석",10:00,21:00,10:00,18:00,10:00,18:00,40,14977,0,0,10,14,서울특별시 중구 다산로24가길 23,서울특별시 중구 문화관광과,02-2234-8771,1974,1476,https://www.junggulib.or.kr,37.556314,127.015977,2022-04-06,3010000,서울특별시 중구
신당5동 작은도서관,서울특별시,중구,작은도서관,"설날, 추석",10:00,21:00,10:00,18:00,10:00,18:00,12,11400,0,0,10,14,서울특별시 중구 퇴계로90길 42,서울특별시 중구 문화관광과,02-2253-4901,165.5,71.14,https://www.junggulib.or.kr,37.563437,127.021636,2022-04-06,3010000,서울특별시 중구
동화동 작은도서관,서울특별시,중구,작은도서관,"매주 일요일, 법정공휴일",9:00,21:00,10:00,14:00,0:00,0:00,20,14761,0,0,10,14,서울특별시 중구 다산로36길 100,서울특별시 중구 문화관광과,02-2233-2626,18707.7,291.85,https://www.junggulib.or.kr,37.559982,127.019422,2022-04-06,3010000,서울특별시 중구
황학동 작은도서관,서울특별시,중구,작은도서관,"매주 일요일, 법정공휴일",9:00,21:00,10:00,18:00,0:00,0:00,46,15700,0,0,10,14,서울특별시 중구 난계로11길 52,서울특별시 중구 문화관광과,02-2233-3253,982,375.29,https://www.junggulib.or.kr,37.567423,127.021382,2022-04-06,3010000,서울특별시 중구
초록길도서관,서울특별시,은평구,작은도서관,일요일,10:00,18:00,10:00,18:00,0:00,0:00,40,13500,4,0,3,15,"연서로5길 28 (역촌동, 부호아파트)",,02-357-7279,,,,37.6039323,126.9124473,2021-04-01,3110000,서울특별시 은평구
꿈마루 작은 도서관,서울특별시,은평구,작은도서관,"매주 월, 토, 일",11:00,17:00,0:00,0:00,0:00,0:00,20,1200,0,0,2,7,은평구 진흥로 5길 19,,,,,,37.60262325,126.9188935,2021-04-01,3110000,서울특별시 은평구
청소년문화공간JU역촌동  작은 도서관,서울특별시,은평구,작은도서관,월요일,9:00,20:00,9:00,20:00,9:00,20:00,16,1000,0,0,0,0,서울시 은평구 역말로 14 3층,,02-382-5652,,,,37.60549462,126.9120335,2021-04-01,3110000,서울특별시 은평구
신사어린이도서관,서울특별시,은평구,작은도서관,일요일 법정공휴일,9:00,18:00,9:00,14:00,0:00,0:00,30,15000,23,50,3,14,은평로 38 (신사 종합사회복지관 5층),,070-4757-7026,,,,37.59815825,126.9121456,2021-04-01,3110000,서울특별시 은평구
시루뫼쉼터 (증산동 주민센터),서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",9:00,18:00,0:00,0:00,0:00,0:00,20,2500,0,0,3,14,증산서길 89 4층,,02-351-5395,,,,37.58425844,126.907082,2021-04-01,3110000,서울특별시 은평구
성산작은도서관,서울특별시,은평구,작은도서관,일요일 법정공휴일,12:00,19:00,10:00,15:00,0:00,0:00,15,3000,2,0,2,14,"증산서길 90 (증산동,성산교회)",,02-305-9200,,,,37.58422611,126.9072707,2021-04-01,3110000,서울특별시 은평구
서영 영어전문 작은도서관,서울특별시,은평구,작은도서관,월요일,10:00,17:00,10:00,16:00,10:00,16:00,15,2000,1,0,2,7,증산로11길 7-12,,02-373-7494,,,,37.58660891,126.9112889,2021-04-01,3110000,서울특별시 은평구
이아이야작은도서관,서울특별시,은평구,작은도서관,"토, 일, 법정공휴일",9:00,18:00,9:00,18:00,0:00,0:00,20,1580,0,0,0,0,증산서길 63-6,,,,,,37.58251157,126.9052593,2021-04-01,3110000,서울특별시 은평구
은평노인종합복지관 작은 도서관,서울특별시,은평구,작은도서관,일요일 법정공휴일,8:30,18:00,8:30,15:00,0:00,0:00,10,5069,31,0,3,14,연서로 415 (은평노인 종합복지관1층),,02-385-1351,,,,37.63201412,126.9308177,2021-04-01,3110000,서울특별시 은평구
서울대입구역 U-도서관,서울특별시,관악구,작은도서관,공휴일,6:00,23:59,6:00,23:59,0:00,0:00,0,144,0,0,5,14,서울특별시 관악구 남부순환로 지하 1822,서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.48115266,126.9526451,2022-10-15,3200000,서울특별시 관악구
신대방역 U-도서관,서울특별시,관악구,작은도서관,공휴일,6:00,23:59,6:00,23:59,0:00,0:00,0,48,0,0,5,14,서울특별시 동작구 대림로 2(신대방역),서울특별시 관악구청,00-000-0000,,,http://lib.gwanak.go.kr/,37.48757597,126.9131756,2022-10-15,3200000,서울특별시 관악구
무악다솜방,서울특별시,종로구,작은도서관,토+일+법정공휴일,10:00,18:00,0:00,0:00,0:00,0:00,30,6576,0,1,5,15,서울특별시 종로구 통일로14길 36(무악동 주민센터 2층),새마을문고 무악동분회,02-2148-5164,,43.2,http://lib.jongno.go.kr/,37.57600022,126.9581596,2022-04-18,3000000,서울특별시 종로구
홍파랑 북카페,서울특별시,종로구,작은도서관,토+일+법정공휴일,10:00,18:00,0:00,0:00,0:00,0:00,10,7573,0,0,5,15,서울특별시 종로구 송월길 154(교남동 주민센터 2층),새마을문고 교남동분회,02-2148-5197,,34.3,http://lib.jongno.go.kr/,37.5719142,126.9619608,2022-04-18,3000000,서울특별시 종로구
지혜만들기 작은도서관,서울특별시,종로구,작은도서관,토+일+법정공휴일,10:00,18:00,0:00,0:00,0:00,0:00,16,7136,0,56,5,15,서울특별시 종로구 종로35가길 19(종로56가동 주민센터 3층),새마을문고 종로5·6가동분회,02-2148-5285,,46,http://lib.jongno.go.kr/,37.5720608,127.0050305,2022-04-18,3000000,서울특별시 종로구
이화마을 작은도서관,서울특별시,종로구,작은도서관,일+법정공휴일,10:00,17:00,13:00,17:00,0:00,0:00,32,9302,0,0,5,15,서울특별시 종로구 이화장길 33(이화동 주민센터 2층),새마을문고 이화동분회,02-2148-5309,,90,http://lib.jongno.go.kr/,37.5769802,127.0043471,2022-04-18,3000000,서울특별시 종로구
혜화마을 북카페,서울특별시,종로구,작은도서관,토+일+법정공휴일,10:00,18:00,0:00,0:00,0:00,0:00,16,6546,0,0,5,15,서울특별시 종로구 혜화로 12(혜화동 자치회관 4층),새마을문고 혜화동분회,02-2148-5339,,47.2,http://lib.jongno.go.kr/,37.5868552,127.0005661,2022-04-18,3000000,서울특별시 종로구
창이 작은도서관,서울특별시,종로구,작은도서관,토+일+법정공휴일,10:00,18:00,0:00,0:00,0:00,0:00,22,6933,0,0,5,15,서울특별시 종로구 창신길 62(창신2동 주민센터 2층),새마을문고 창신2동분회,02-2148-5439,,64,http://lib.jongno.go.kr/,37.5744498,127.0108719,2022-04-18,3000000,서울특별시 종로구
숭인마루 작은도서관,서울특별시,종로구,작은도서관,토+일+법정공휴일,10:00,18:00,0:00,0:00,0:00,0:00,18,6476,0,0,5,15,서울특별시 종로구 지봉로 86(숭인1동 주민센터 2층),새마을문고 숭인1동분회,02-2148-5496,,69,http://lib.jongno.go.kr/,37.5778226,127.0156271,2022-04-18,3000000,서울특별시 종로구
양천중앙도서관,서울특별시,양천구,공공도서관,금+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,388,76099,47,0,5,14,서울특별시 양천구 신정로7길 81(신정동),양천문화재단,02-2699-5919,,5666,http://lib.yangcheon.or.kr,37.51296565,126.8341534,2022-08-01,3140000,서울특별시 양천구
갈산도서관,서울특별시,양천구,공공도서관,월+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,95,49726,23,0,5,14,서울특별시 양천구 목동남로 4길 48-6,양천문화재단,02-2645-5919,,2678,http://lib.yangcheon.or.kr,37.508816,126.867312,2022-08-01,3140000,서울특별시 양천구
신월음악도서관,서울특별시,양천구,공공도서관,월+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,230,51086,27,10609,5,14,서울특별시 양천구 오목로5길 34,양천문화재단,02-2691-5919,,840,http://lib.yangcheon.or.kr,37.524697,126.840067,2022-08-01,3140000,서울특별시 양천구
미감도서관,서울특별시,양천구,공공도서관,일+법정공휴일,9:00,18:00,9:00,18:00,0:00,0:00,60,19042,7,0,5,14,서울특별시 양천구 목동중앙남로 57-10,양천문화재단,02-2653-5919,,266,http://lib.yangcheon.or.kr,37.538939,126.865463,2022-08-01,3140000,서울특별시 양천구
목마교육도서관,서울특별시,양천구,공공도서관,일+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,70,36703,16,0,5,14,서울특별시 양천구 목동서로 41,양천문화재단,02-2652-5919,,543,http://lib.yangcheon.or.kr,37.537144,126.881721,2022-08-01,3140000,서울특별시 양천구
개울건강도서관,서울특별시,양천구,공공도서관,일+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,36,29469,15,0,5,14,서울특별시 양천구 중앙로52길 56,양천문화재단,02-2603-5919,,416,http://lib.yangcheon.or.kr,37.525988,126.856603,2022-08-01,3140000,서울특별시 양천구
방아다리문학도서관,서울특별시,양천구,공공도서관,일+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,84,28856,20,0,5,14,서울특별시 양천구 화곡로4길 10,양천문화재단,02-2604-5919,,294,http://lib.yangcheon.or.kr,37.538543,126.827143,2022-08-01,3140000,서울특별시 양천구
해맞이역사도서관,서울특별시,양천구,공공도서관,월+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,160,30029,20,0,5,14,서울특별시 양천구 지양로 37,양천문화재단,02-2693-5919,,1146,http://lib.yangcheon.or.kr,37.519076,126.835607,2022-08-01,3140000,서울특별시 양천구
영어특성화도서관,서울특별시,양천구,공공도서관,일+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,100,63565,25,3554,5,14,서울특별시 양천구 목동동로 81,양천문화재단,02-2642-5919,,715,http://lib.yangcheon.or.kr,37.515936,126.863865,2022-08-01,3140000,서울특별시 양천구
달마을작은도서관,서울특별시,양천구,작은도서관,일+법정공휴일,10:00,18:00,10:00,14:00,0:00,0:00,60,12325,5,0,5,14,서울특별시 양천구 목동중앙본로 120,양천문화재단,02-2644-5919,,177,http://lib.yangcheon.or.kr,37.546114,126.871701,2022-08-01,3140000,서울특별시 양천구
꿈자람작은도서관,서울특별시,양천구,작은도서관,일+법정공휴일,10:00,18:00,10:00,13:00,0:00,0:00,50,12251,3,0,5,14,서울특별시 양천구 목동중앙남로 16나길 55,양천문화재단,02-2646-5919,,168,http://lib.yangcheon.or.kr,37.544781,126.864407,2022-08-01,3140000,서울특별시 양천구
고운달작은도서관,서울특별시,양천구,작은도서관,토+일+법정공휴일,10:00,18:00,0:00,0:00,0:00,0:00,44,7234,5,0,5,14,서울특별시 양천구 곰달래로1길 38,양천문화재단,02-2694-5919,,161,http://lib.yangcheon.or.kr,37.532805,126.831562,2022-08-01,3140000,서울특별시 양천구
고운맘작은도서관,서울특별시,양천구,작은도서관,일+법정공휴일,10:00,18:00,10:00,14:00,0:00,0:00,30,10164,8,0,5,14,서울특별시 양천구 중앙로53길 47,양천문화재단,02-2695-5919,,89,http://lib.yangcheon.or.kr,37.524973,126.844568,2022-08-01,3140000,서울특별시 양천구
달빛마을작은도서관,서울특별시,양천구,작은도서관,토+일+법정공휴일,10:00,18:00,0:00,0:00,0:00,0:00,33,8958,1,0,5,14,서울특별시 양천구 남부순환로 54길 5,양천문화재단,02-2696-5919,,132,http://lib.yangcheon.or.kr,37.533662,126.829096,2022-08-01,3140000,서울특별시 양천구
지양마을작은도서관,서울특별시,양천구,작은도서관,월+일+법정공휴일,10:00,18:00,10:00,18:00,0:00,0:00,20,5742,8,0,5,14,"서울특별시 양천구 지양로17길 33, 파크빌라",양천문화재단,02-2697-5919,,81,http://lib.yangcheon.or.kr,37.521851,126.826659,2022-08-01,3140000,서울특별시 양천구
